comment,chat_luong,dong_goi,van_chuyen,gia_ca,overall
"vải dù mỏng dễ rách dễ hư",negative,neutral,neutral,neutral,negative
"hàng đẹp nút bấm bung tốt nhưng không gấp gọn được",negative,neutral,neutral,neutral,negative
"rất yếu mỏng đóng lại không vô nếp đút không vô vỏ. hơi thất vọng",negative,neutral,neutral,neutral,negative
"dù dễ han gỉ đi mưa mấy ngày là gỉ",negative,neutral,neutral,neutral,negative
"dù gấp dễ hư bung chỗ chật bị gãy. dùng 1 tháng không đóng tự động được nữa",negative,neutral,neutral,neutral,negative
"mới mở lần đầu đã gãy lòi sợi thủy tinh",negative,neutral,neutral,neutral,negative
"đóng gói kĩ càng sản phẩm tốt",positive,positive,neutral,neutral,positive
"dù mỏng dây treo rớt khi thu dù may ít chỉ",negative,neutral,neutral,neutral,negative
"ô ọp ẹp mỏng nhưng giá rẻ",negative,neutral,neutral,positive,neutral
"giao nhanh ô hơi nhỏ phù hợp giá tiền",neutral,neutral,positive,positive,neutral
"chất lượng không tốt ô không chắc chắn. shipper thân thiện",negative,neutral,positive,neutral,negative
"khung yếu vải mỏng chỉ hợp mưa nhỏ dễ lật. giá rẻ xài tạm. giao hơi lâu",negative,neutral,negative,positive,negative
"bung dù ra tay cầm rớt luôn",negative,neutral,neutral,neutral,negative
"hơi khó gấp chỉ may lỗi bung ra",negative,neutral,neutral,neutral,negative
"cây dù nhỏ xíu thân ngắn dùng vài hôm rách",negative,neutral,neutral,neutral,negative
"tiền nào của nấy bung tùm lum",negative,neutral,neutral,neutral,negative
"khó sử dụng nút cứng",negative,neutral,neutral,neutral,negative
"cụp lại muốn gãy tay",negative,neutral,neutral,neutral,negative
"chất lượng mỏng dễ gãy",negative,neutral,neutral,neutral,negative
"dù mở ra gãy luôn",negative,neutral,neutral,neutral,negative
"bung gấp 1 nút ổn nhưng thu ngắn cực cứng nặng tay",negative,neutral,neutral,neutral,negative
"thủ công không kĩ xương dù dễ ngược",negative,neutral,neutral,neutral,negative
"hơi nhỏ hơn dự tính",negative,neutral,neutral,neutral,negative
"xương dù mỏng nhỏ gió mạnh bật ngược gãy liền",negative,neutral,neutral,neutral,negative
"dù mỏng khó gập lại. dùng 2-3 lần kẹt không kéo xuống được",negative,neutral,neutral,neutral,negative
"bình luận rác không liên quan",neutral,neutral,neutral,neutral,neutral
"mở ra quá bé quảng cáo không đúng",negative,neutral,neutral,neutral,negative
"nút nhấn cứng. màu không giống hình",negative,neutral,neutral,neutral,negative
"dù bé yếu chỉ dùng che mưa nhỏ không bền",negative,neutral,neutral,neutral,negative
"shop không nhiệt tình. ô bị gãy",negative,neutral,neutral,neutral,negative
"cầm không chắc chắn dây cuốn sắp bung",negative,neutral,neutral,neutral,negative
"giao hàng nhanh. nút bấm cứng. dù mỏng yếu. giá rẻ tạm chấp nhận",negative,neutral,positive,positive,neutral
"màu sắc đẹp nhưng chất lượng đáng ngại. chỗ để nước gãy ngay lần đầu dùng. nhân viên nhiệt tình đổi hàng. vali tương đối nhẹ",negative,neutral,neutral,neutral,negative
"chất liệu nhựa không đáng tiền 800k",negative,neutral,neutral,negative,negative
"nhận hàng thất vọng nhìn như đồ đã xài rồi",negative,neutral,neutral,neutral,negative
"màu sắc đẹp nhưng trên vali nhiều chỗ dơ và bị quẹt xước",negative,neutral,neutral,neutral,negative
"vali xước nhiều góc. giao hàng lâu. tay cầm rít khóa rít. chất lượng kém so với chỗ khác",negative,neutral,negative,neutral,negative
"mua cái thứ 2 nhận hàng thấy móp rồi",negative,neutral,neutral,neutral,negative
"giao hàng nhanh nhưng bị trầy xước rất nhiều. cần xem lại cách đóng gói",negative,negative,positive,neutral,negative
"giao sai bản nhầm hàng mỏng so với giá. xem đánh giá nhiều người bị giống. giá chênh quá chán",negative,neutral,neutral,negative,negative
"vali kéo mượt hơi ồn màu xám xi măng. bị móp ngăn không có móc. trải nghiệm buồn",negative,neutral,neutral,neutral,negative
"giao nhanh bọc chống sốc cẩn thận đúng mô tả. nhiều vết bẩn nhỏ lau không sạch mất mỹ quan",neutral,positive,positive,neutral,neutral
"vali đẹp cứng cáp khá nặng bánh xe mượt nhựa giòn không dày. ship nhanh đóng gói kĩ. màu bên ngoài khác xa trên hình rất thất vọng",negative,positive,positive,neutral,negative
"vali bẩn khóa trầy xước rỉ sét. đóng gói không ổn không có nilon bọc ngoài",negative,negative,neutral,neutral,negative
"màu đẹp nhưng trải nghiệm không tốt. bên này xử lí kém",negative,neutral,neutral,neutral,negative
"hình thức đẹp nhưng full nhựa chỉ bọc góc nhôm. sử dụng có vẻ không bền",neutral,neutral,neutral,neutral,neutral
"đổi hàng do xước gỉ bẩn nhưng vẫn không hài lòng chất lượng",negative,neutral,neutral,neutral,negative
"nhựa mỏng vải nilon bên trong cho có khóa nhanh hỏng thanh kéo kẹt. chất lượng tệ",negative,neutral,neutral,neutral,negative
"đúng mô tả giống cũng ok nhưng có mấy chỗ bị chầy",neutral,neutral,neutral,neutral,negative
"bo 4 góc méo xước trên vali nhiều vết bẩn. nhận hàng thất vọng",negative,neutral,neutral,neutral,negative
"đóng gói cẩn thận mà trầy quá nhiều ngứa mắt. chưa xài chưa biết bền không",negative,positive,neutral,neutral,negative
"khui vali mới thì khóa bị hư không xoay được. mong nhãn hàng hỗ trợ",negative,neutral,neutral,neutral,negative
"hàng ok nhưng góc bo cạnh xấu và kéo khóa bên trong không chất lượng. sài vài lần sẽ hư",negative,neutral,neutral,neutral,negative
"đúng mô tả. trầy nhiều chỗ khóa nhìn như hỏng vá lại. đóng gói ok",negative,positive,neutral,neutral,negative
"tay cầm lỏng lẻo lỗi 4-5 chỗ trên vali. không tên thương hiệu dập. đóng bọc mỗi hộp hãng",negative,negative,neutral,neutral,negative
"vali không chắc chắn nhìn mong manh. sẽ không mua lại",negative,neutral,neutral,neutral,negative
"ship nhanh 2 ngày nhận. vali hơi mỏng tay cầm chắc chắn màu sắc ưng",neutral,neutral,positive,neutral,positive
"lưới may bên trong tệ tiết kiệm lớp lót sớm muộn cũng hỏng. khóa sập nhựa dùng xách tay chứ ký gửi quăng mạnh chắc gãy. giao hàng nhanh nhưng hỏi đổi trả không trả lời",negative,neutral,positive,neutral,negative
"ship nhanh. vali nhẹ nhưng bị trầy xước móp méo tất cả các cạnh. nên cải thiện chống sốc",negative,negative,positive,neutral,negative
"đặt màu bạc hộp ghi bạc nhưng giao màu trắng",negative,neutral,neutral,neutral,negative
"mới mở hộp đã móp 1 cạnh. kiểu dáng cơ bản quảng cáo nói quá",negative,neutral,neutral,neutral,negative
"đẹp tay cầm lỏng lẻo bị móp bị trầy. so với giá sale cũng ok",negative,neutral,neutral,positive,neutral
"giao hàng nhanh. có nhiều vết rỉ sét ở kim loại vết xước",negative,neutral,positive,neutral,negative
"giao hàng thất vọng. tay xách giảm chấn không như lần trước ổ khóa không khít hở nhiều",negative,neutral,neutral,neutral,negative
"chất lượng ok shop ok nhưng đóng gói kém thùng móp hàng trầy nhẹ. shop nhiệt tình đền bù",positive,negative,neutral,neutral,positive
"đặt hỏa tốc 2 ngày mới nhận. vali trầy xước nhiều",negative,neutral,negative,neutral,negative
"sản phẩm đẹp mùi nhựa nồng trầy xước bên ngoài bên trong nút trắng bị vênh",negative,neutral,neutral,neutral,negative
"săn giá rẻ nhưng sản phẩm lỗi buồn",negative,neutral,neutral,positive,negative
"giao sai màu đổi lại móp 1 góc nhôm không muốn đổi nữa. chăm sóc khách hàng nhiệt tình chất lượng đi xa khá ổn. vali chuyến trước gãy bánh xe",neutral,neutral,neutral,neutral,neutral
"vali đẹp nhẹ gọn bị móp 3 chỗ",negative,neutral,neutral,neutral,negative
"giao hàng nhanh chăm sóc nhiệt tình nhưng đổi 2 khóa vali vẫn thấy rủ",negative,neutral,positive,neutral,negative
"nhựa cứng mỏng nhẹ. khóa sập nhựa móc treo nhựa không chắc chắn. giá hơi cao",negative,neutral,neutral,negative,negative
"giá cao mà vali nhiều bụi bám khóa han gỉ cũ kĩ. hơi thất vọng về sản phẩm",negative,neutral,neutral,negative,negative
"chất liệu không chắc chắn đựng ít đồ tay cầm xước sơn bóc. trót mua không xem nhận xét",negative,neutral,neutral,neutral,negative
"bất mãn mua deal sốc giá đắt hơn bình thường hình túi to giao túi bé",neutral,neutral,neutral,negative,negative
"chăm sóc khách hàng ok đóng gói chưa tốt",neutral,negative,neutral,neutral,neutral
"mới khui đã trầy chất liệu ọp ẹp không chắc chắn không dùng lâu dài được",negative,neutral,neutral,neutral,negative
"cạnh móp méo lồi lõm bánh xe bẩn như đã sử dụng",negative,neutral,neutral,neutral,negative
"giao hàng nhanh đóng gói cực ẩu không bọc xốp chống va đập",neutral,negative,positive,neutral,neutral
"vali lỗi rách bên trong chỗ đựng đồ còn lại ổn",negative,neutral,neutral,neutral,negative
"móp góc không chìa khóa khóa nhựa không bền",negative,neutral,neutral,neutral,negative
"vali nhiều lỗi bánh xe cao su móp nứt đường may bung chốt nhựa lỏng ổ khóa kẹt",negative,neutral,neutral,neutral,negative
"vali gọn bắt mắt khung gập không ổn lỏng lẻo xách lên dễ bung",negative,neutral,neutral,neutral,negative
"vali lỗi giao hàng chậm do tết. shop nhiệt tình hỗ trợ",negative,neutral,negative,neutral,negative
"vali xước góc bo viền bung. không hài lòng trải nghiệm",negative,neutral,neutral,neutral,negative
"hàng xài tạm giao hàng cũ khóa bên ăn bên không",negative,neutral,neutral,neutral,negative
"vali đẹp chắc chắn. thất vọng vì tay cầm ố màu nên trao đổi trước khi mua",negative,neutral,neutral,neutral,negative
"giao hàng nhanh đóng gói cẩn thận. vali dởm tay kéo rít khóa lỏng lẻo",negative,positive,positive,neutral,negative
"dùng đúng 1 lần móp trầy hết sơn dù bọc nilon. cầm không chắc tay khóa sập không chắc như quảng cáo",negative,neutral,neutral,neutral,negative
"bình luận nhầm sản phẩm váy đầm. chất đẹp đóng gói cẩn thận",neutral,positive,neutral,neutral,neutral
"giao hàng tới móp méo size nhỏ trước mua thì ok",negative,neutral,neutral,neutral,negative
"tấm lót trong bằng nhựa mỏng manh cảm giác không bền",negative,neutral,neutral,neutral,negative
"vali không kín giá cao hơn bán ở chợ",negative,neutral,neutral,negative,negative
"tay cầm siêu tệ hư một bên chốt cứng lỏng lẻo. nhiều chỉ thừa vali khá ọp ẹp giá không ổn",negative,neutral,neutral,negative,negative
"vali tốt nhưng ổ khóa không cho khóa khá kì",neutral,neutral,neutral,neutral,neutral
"hàng trầy tùm lum như hàng mẫu trưng bày",negative,neutral,neutral,neutral,negative
"sản phẩm chất lượng giao hàng nhanh shop tư vấn nhiệt tình",positive,neutral,positive,neutral,positive
"màu vali đẹp nhưng còn vết dơ nhỏ bong tróc chút xíu",negative,neutral,neutral,neutral,negative
"size 28 chất liệu không tốt dây kéo chuẩn bị hư màu khác size trước mua cực không hài lòng",negative,neutral,neutral,neutral,negative
"sản phẩm không ổn thanh kéo lỗi gửi thay vẫn lỗi trầy xước sai màu. shop phục vụ tốt",negative,neutral,neutral,neutral,negative
"vali trầy xước nhìn không chắc chắn lớp nhựa mỏng dễ vỡ",negative,neutral,neutral,neutral,negative
"ốc gỉ một nửa nhìn không chắc chắn. đổi hàng lâu mua chỗ khác ok hơn so với giá",negative,neutral,neutral,negative,negative
"đóng gói sơ xài dán cẩu thả vali bị trầy ít hàng ổn",neutral,negative,neutral,neutral,neutral
"vỏ nhiều vết trầy xước cũ lắp không chỉn chu hàng không nguyên đai kiện. thất vọng với số tiền",negative,negative,neutral,negative,negative
"đóng gói sơ sài vali trầy bánh xe bẩn khóa kéo sơ sài 1 chiều thiếu lưới bất tiện",negative,negative,neutral,neutral,negative
"vỏ hộp cũ mô tả không rõ ràng",neutral,negative,neutral,neutral,neutral
"đặt hỏa tốc giao hàng thường",neutral,neutral,negative,neutral,neutral
"giao nhanh đóng gói cẩn thận vali màu xinh nhưng bị trầy xước nhiều",negative,positive,positive,neutral,neutral
"giao nhanh nhân viên tư vấn đổi trả tốt. vali chạm bị điện giật tê tay",negative,neutral,positive,neutral,neutral
"chất liệu mỏng dễ vỡ trầy móp méo do không chống sốc. giá khá mắc so với chất lượng",negative,negative,neutral,negative,negative
"giao nhanh đóng gói cẩn thận khóa kẹt đúng mã không mở được",negative,positive,positive,neutral,negative
"vali bình thường đẹp nhân viên tư vấn nhiệt tình",positive,neutral,neutral,neutral,positive
"vỏ vali mỏng. giao hàng kỹ không trầy móp. giá sale rẻ đóng gói chăm sóc tốt",neutral,positive,neutral,positive,positive
"chất liệu mỏng không chắc chắn khóa lỏng tay xách yếu viền hở nhân viên nhiệt tình",negative,neutral,neutral,neutral,negative
"chất lượng hợp giá tiền mỏng khớp lỏng vải lót dán bung chỗ để ly nước muốn hư",negative,neutral,neutral,neutral,negative
"hoàn thiện chưa cao không cứng cáp khóa nhựa lung lay",negative,neutral,neutral,neutral,negative
"nhìn đẹp khá bền nhưng tay cầm kéo không chắc bánh xe không trơn tru",negative,neutral,neutral,neutral,negative
"sản phẩm chắc chắn bị lỗi mất khóa kéo bên trong",negative,neutral,neutral,neutral,negative
"đóng vali không khớp ọp ẹp khóa nhựa không chắc chắn. giá hợp lý",negative,neutral,neutral,positive,neutral
"form đẹp mua nhiều lần rất ok. hơi bẩn ở khung",positive,neutral,neutral,neutral,positive
"tay kéo lỏng lẻo mới dùng 1 lần lực kéo yếu. khung khá chắc màu sắc đẹp",neutral,neutral,neutral,neutral,neutral
"đổi trả 2 lần vẫn phải thay khóa chất lượng không xứng đáng chăm sóc tốt",negative,neutral,neutral,neutral,negative
"tạm thôi 150k không đòi hỏi. đánh chơi vui thì ổn",positive,neutral,neutral,positive,positive
"giao hàng nghỉ lễ tưởng trễ may kịp giao cho các bạn nhỏ chơi",neutral,neutral,positive,neutral,positive
"cây vợt bị cong hơi thất vọng nhưng vẫn đánh được. nên cân nhắc",negative,neutral,neutral,neutral,negative
"màu vợt thực tế đậm hơn trong ảnh. mọi thứ đều ổn tạm chấp nhận vì màu cũng ok",neutral,neutral,neutral,neutral,neutral
"buổi đầu đánh ok buổi 2 bung luôn. tập tành chơi vui không cần vợt khỏe nhưng bung ra thì kì quá",negative,neutral,neutral,neutral,negative
"vợt bị hạn không chắc do để lâu hơi thất vọng. giao hàng nhanh",negative,neutral,positive,neutral,negative
"1 cây bị trầy sơn nhìn giống vợt cũ dây không căng. giao hàng chậm",negative,neutral,negative,neutral,negative
"đóng gói sơ sài nhận hàng 1 cây bị cong 1 bên thất vọng",negative,negative,neutral,neutral,negative
"cảm giác hàng tồn hàng cũ sơn bong tróc cong vênh do ship. chất lượng không ổn",negative,neutral,negative,neutral,negative
"vợt bị cong nhưng giá này mua để học thể chất 1 thời gian cũng ok",negative,neutral,neutral,positive,neutral
"vợt bị xước sơn mờ chữ dây không căng cầu nhựa. shop giao hàng nhanh",negative,neutral,positive,neutral,negative
"vợt cong vênh. đúng với giá tiền. giao hàng nhanh",negative,neutral,positive,positive,negative
"chất lượng tạm đánh mấy lần đã hỏng vợt không căng lắm. hợp cho người mới tập",negative,neutral,neutral,neutral,negative
"không trầy xước nhưng 1 vợt căng 1 vợt chùng shop không kiểm tra trước. giao hàng nhanh",negative,neutral,positive,neutral,negative
"chất lượng sản phẩm ổn không có gì chê",positive,neutral,neutral,neutral,positive
"nhận vợt khá cong quả cầu nhựa đóng gói sơ sài. giao hàng xử lý đơn nhanh. tiền nào của đấy",negative,negative,positive,positive,negative
"dây không căng lắm vợt dính keo nhận khác mẫu hãng. hàng tiền nào của nấy mua cho cháu đánh tạm ổn",negative,neutral,neutral,positive,neutral
"vợt dễ cong do đóng gói sơ sài quăng quật quả cầu nhựa. bình thường chưa như mong đợi",negative,negative,negative,neutral,negative
"đặt màu xanh giao màu đen cũng tạm được",negative,neutral,neutral,neutral,neutral
"vợt cước không căng tiền nào của đấy tạm ổn",negative,neutral,neutral,positive,neutral
"vợt méo cong. giá rẻ không kỳ vọng nhiều",negative,neutral,neutral,positive,negative
"dây căng không đủ tốt không dám đánh sợ hư liền. cầu tặng kém",negative,neutral,neutral,neutral,negative
"đóng gói chắc chắn đúng sản phẩm tốt. giao nhanh",positive,positive,positive,neutral,positive
"chất lượng kém dây không căng mới đánh rớt cán cầm hơi nặng",negative,neutral,neutral,neutral,negative
"vợt cong vẹo khó đánh mua cho bé tập chơi. giao nhanh",negative,neutral,positive,neutral,negative
"vợt nhìn hơi thô giá 234k không đáng mua",negative,neutral,neutral,negative,negative
"nhận hàng rách tận 3 chỗ đóng gói sơ sài quá",negative,negative,neutral,neutral,negative
"chất lượng kém bằng loại 7 chục. nhân viên thân thiện",negative,neutral,positive,neutral,negative
"đánh mấy cái lưới đã giãn xô lệch. chán",negative,neutral,neutral,neutral,negative
"vợt méo tay cầm ngắn khung vợt bé. hàng kém chất lượng",negative,neutral,neutral,neutral,negative
"vợt bị cong tróc sơn",negative,neutral,neutral,neutral,negative
"vợt cầm nhẹ tay ổn nhưng túi đựng rách bẩn",neutral,negative,neutral,neutral,negative
"vợt cong dây chùng đặt quả cầu giao cầu nhựa không đánh được",negative,neutral,neutral,neutral,negative
"vợt khá ok so với giá tiền nhưng cầu nhựa không ok lắm",positive,neutral,neutral,positive,positive
"vợt đánh yếu tay cầm lỏng đã rơi màu đẹp. đóng gói cẩn thận giao hàng nhanh",negative,positive,positive,neutral,negative
"vợt bị cong ổn áp không biết xài lâu không. giao hàng nhanh giá rẻ",negative,neutral,positive,positive,neutral
"vợt bong cán đánh tí đã bong. đóng gói cẩn thận giao hàng nhanh",negative,positive,positive,neutral,negative
"vợt màu đẹp bị xước dễ cong vênh hợp tập cho bé. giá rẻ không yêu cầu hơn",negative,neutral,neutral,positive,neutral
"cầm nhẹ tay đánh bình thường không như quảng cáo chất lượng cao. giao hàng nhanh",neutral,neutral,positive,neutral,neutral
"vợt giao nguyên túi không có hộp giấy đóng hàng chán. chất lượng tốt",positive,negative,neutral,neutral,positive
"lưới căng dở oẹt chất lượng kém so với giá đóng gói ẩu. giao hàng nhanh ok",negative,negative,positive,negative,negative
"người bán chuẩn bị hàng lâu đóng gói 1 cái cẩn thận 1 cái chỉ bọc mút thấy cả gỗ",neutral,negative,negative,neutral,negative
"vợt bình thường vì giá rẻ nhưng cầu là cầu nhựa",neutral,neutral,neutral,positive,neutral
"chất lượng tốt mọi người nên mua",positive,neutral,neutral,neutral,positive
"vợt nhẹ sơn dễ bong tróc chữ dễ trầy đóng gói bọc chống sốc không hộp. giá tạm tay cầm tốt êm",negative,negative,neutral,positive,negative
"tệ cán vợt bung sứt tùm lum phải quấn băng keo. thất vọng không mua lại",negative,neutral,neutral,neutral,negative
"bóc nilon quấn cán đánh 20p bung lớp nhựa trơ gỗ chán. không bóc nilon mới dùng được lâu. giá tạm ổn",negative,neutral,neutral,positive,negative
"vợt cũ trầy xước đóng gói sơ sài túi móp giao lâu. giá 177k không đòi hỏi",negative,negative,negative,positive,negative
"vợt hơi cong do đóng gói để cầu chung bao trừ điểm đóng gói tự fix được. tạm ổn",negative,negative,neutral,neutral,neutral
"1 vợt cong cầu nhựa tháo nilon rớt đế bung dải quấn. trải nghiệm hơi tệ",negative,neutral,neutral,neutral,negative
"nhận về xước dây trùng chất lượng bình thường không hi vọng nhiều không mua lần 2",negative,neutral,neutral,neutral,negative
"tay cầm không chắc chắn vụt mạnh gãy quai dây lỏng đánh không thích",negative,neutral,neutral,neutral,negative
"khung dây kém trùng không căng. cầu nhựa. không đúng quảng cáo",negative,neutral,neutral,neutral,negative
"đánh 1 ngày gãy cán nối thân hôm sau đứt dây trên. đớn",negative,neutral,neutral,neutral,negative
"sản phẩm tróc sơn nhiều rỉ sét hơi sida mua chơi giải trí tạm không nên đánh nhiều",negative,neutral,neutral,neutral,negative
"cầu nhựa. vợt ọp ẹp màu không như ảnh xứng đáng giá tiền",negative,neutral,neutral,positive,negative
"màu hồng đậm hơn ảnh cầu nhựa hơi thất vọng",negative,neutral,neutral,neutral,negative
"kết cấu lỏng lẻo đánh vài cái bung. độ bền tệ chơi được 3 bữa",negative,neutral,neutral,neutral,negative
"vợt nặng khó đánh thân lỗi dây không căng lắm",negative,neutral,neutral,neutral,negative
"vợt cầm chắc tay dây căng chùng không đều",negative,neutral,neutral,neutral,negative
"khá ổn nhưng bị cong chỗ nối vợt và thân phải dán keo",negative,neutral,neutral,neutral,negative
"dây vợt lỏng không có chỗ căng bé nhà không dùng được",negative,neutral,neutral,neutral,negative
"cầu nhẹ vợt cầm không chắc tay đóng gói sơ sài. mua về nghịch",negative,negative,neutral,neutral,negative
"vợt rẻ mức ổn màu không giống ảnh",neutral,neutral,neutral,positive,neutral
"vợt cho trẻ em chơi người lớn không nên mua",neutral,neutral,neutral,neutral,negative
"mỏng manh vợt hơi cong giá ukila",negative,neutral,neutral,positive,neutral
"vợt không căng đánh không được cho trẻ con chơi tạm",negative,neutral,neutral,neutral,negative
"dây vợt chùng chất lượng bình thường",negative,neutral,neutral,neutral,negative
"mua 2 vợt không được tặng cầu lông",negative,neutral,neutral,neutral,negative
"bao bên ngoài cũ bị rách hơi thất vọng vợt bên trong ổn",neutral,negative,neutral,neutral,neutral
"vợt mềm giống hình tiền nào của nấy",neutral,neutral,neutral,positive,neutral
"dây không căng lắm tạm tạm",negative,neutral,neutral,neutral,negative
"cầu nhựa không cho cầu lông không hài lòng vợt tạm tạm",negative,neutral,neutral,neutral,negative
"hơi nặng cũng ok",neutral,neutral,neutral,neutral,neutral
"cầu tặng nhẹ quá vợt mới đánh bung tay cầm. chán",negative,neutral,neutral,neutral,negative
"cán không chắc chắn cầm chơi tuột lớp quấn",negative,neutral,neutral,neutral,negative
"cán mặt vợt cong dây không căng",negative,neutral,neutral,neutral,negative
"trừ điểm đóng gói hộp cầu móp vợt không móp",neutral,negative,neutral,neutral,neutral
"dán keo khớp chảy tùm lum lưới chùng như lưới cá",negative,neutral,neutral,neutral,negative
"dây không căng vợt móp",negative,neutral,neutral,neutral,negative
"đóng gói sơ sài vận chuyển cong nhẹ",negative,negative,negative,neutral,negative
"vợt yếu mùi sơn nhiều mới đánh đã méo",negative,neutral,neutral,neutral,negative
"nhũn đánh không có lực không như mong đợi",negative,neutral,neutral,neutral,negative
"giá gần 200k dở hơn loại 99k nhẹ dây không căng",negative,neutral,neutral,negative,negative
"lớp sơn không tốt chất lượng trung bình",negative,neutral,neutral,neutral,negative
"vợt cong vẹo lưới không căng rẻ tiền chịu thôi. thất vọng",negative,neutral,neutral,positive,negative
"không như kỳ vọng",negative,neutral,neutral,neutral,negative
"tạm ổn giá cũng được. giao hàng nhanh",neutral,neutral,positive,positive,neutral
"dây chùng khớp nối lỏng lẻo không đáng mua",negative,neutral,neutral,neutral,negative
"băng quấn mới chơi 1 lần bong",negative,neutral,neutral,neutral,negative
"sản phẩm giao đúng màu đúng mẫu gói hàng kĩ. thảm dày dặn nên mua sử dụng",positive,positive,neutral,neutral,positive
"thảm có mùi khá nồng bề mặt bị tróc lớp in dính bụi xốp. giao hàng nhanh",negative,neutral,positive,neutral,negative
"giao hàng nhanh. gói hàng chỉ có lớp bọc nhưng vận chuyển không ảnh hưởng mấy. thảm vân đẹp nhiều lỗ. shop hoàn 15k",neutral,neutral,positive,neutral,neutral
"đúng mô tả màu ưng ý họa tiết đẹp. giá rẻ. túi đựng thảm quá nhỏ lấy ra cực khó",neutral,neutral,neutral,positive,positive
"tạm ổn tiền nào của đó. túi đựng nhỏ xíu không đựng được",negative,neutral,neutral,neutral,negative
"chất lượng không như mong đợi. thảm dày nhưng không bám quá trơn tuột động tác",negative,neutral,neutral,neutral,negative
"giao hàng đúng mẫu mặt sau nhiều dấu chân bẩn. giao hàng dịp lễ hơi lâu",negative,neutral,negative,neutral,negative
"lỗi nhẹ mặt dưới xíu thảm có mùi mút nhẹ liên kết 2 lớp không ổn dễ bong",negative,neutral,neutral,neutral,negative
"đặt màu xanh than giao màu đỏ. thảm bị bung",negative,neutral,neutral,neutral,negative
"đặt 8mm nhận 6mm thảm nhẹ chất lượng bình thường. giao không đúng loại hàng",negative,neutral,neutral,neutral,negative
"giống mô tả thảm không quá dày. mùi cao su nồng",negative,neutral,neutral,neutral,negative
"thảm móp nhiều chỗ chất dễ bong trầy nhanh xẹp. nhìn giống 6mm hơn 8mm",negative,neutral,neutral,neutral,negative
"giao nhanh đóng gói tốt màu đẹp. túi nhỏ nhét cực. thảm gãy gập nhiều lỗ li ti. không mua lại",negative,positive,positive,neutral,negative
"thảm hôi túi đựng cuốn nhỏ vẫn không nhét được",negative,neutral,neutral,neutral,negative
"thảm rách lủng. đánh giá 3 sao hi vọng shop kiểm tra cẩn thận",negative,neutral,neutral,neutral,negative
"đặt hỏa tốc nhưng giao siêu lâu. thảm đẹp nhưng mùi cao su nặng túi đựng quá bé",negative,neutral,negative,neutral,negative
"sản phẩm bình thường. đổi màu thái độ nhân viên kho kém",negative,neutral,neutral,neutral,negative
"giao đúng mẫu đúng màu thảm dày có độ bám. túi rút mỏng khó bỏ thảm mau rách",positive,neutral,neutral,neutral,positive
"thảm có mùi ghê. không có thương hiệu gì. bọc túi bóng không giấy tờ",negative,negative,neutral,neutral,negative
"đặt một kiểu giao một kiểu chất lượng vẫn thế",negative,neutral,neutral,neutral,negative
"thảm đẹp nhưng quá mỏng mặt dưới không bám sàn mùi khó chịu định tuyến lệch. tạm ổn so với giá",negative,neutral,neutral,positive,neutral
"mở ra thấy mốc dơ mùi ẩm xộc lên. xài được nhưng phải giặt gấp. chuẩn bị hàng chậm giao chậm",negative,neutral,negative,neutral,negative
"giao hàng nhanh gọi điện đổi màu. mút không xịn gãy form",negative,neutral,positive,neutral,negative
"đặt màu tím giao màu xanh. giá khá rẻ,negative,neutral,neutral,positive,neutral
"thảm hơi bẩn như dùng rồi. ship nhanh",negative,neutral,positive,neutral,negative
"màu tím nhạt. không thấm hút và sẽ trơn nếu đổ mồ hôi",negative,neutral,neutral,neutral,negative
"thảm mỏng chắc giao nhầm 6mm. không giống hình không logo",negative,neutral,neutral,neutral,negative
"thảm 8mm nhưng thực tế mỏng mùi nhựa nhiều bám dính không tốt. tạm so với giá",negative,neutral,neutral,positive,negative
"đặt hồng nhận xanh giá cao chọn màu nhưng gửi ngẫu nhiên. không hài lòng",negative,neutral,neutral,negative,negative
"khoảng 5-6mm không phải 8mm. giao nhanh mặt dưới bị thủng mặt trên bình thường",negative,neutral,positive,neutral,negative
"không giống ảnh mô tả màu sắc tổng thể cũng ok",neutral,neutral,neutral,neutral,neutral
"thảm đẹp và chất lượng shop chuẩn bị hàng quá chậm",positive,neutral,negative,neutral,negative
"đóng gói chán dã man có 1 lớp màng bọc móp mấy lỗ khi vận chuyển",negative,negative,negative,neutral,negative
"thảm cũng được nhưng túi rách nhỏ khó bỏ thảm",negative,neutral,neutral,neutral,negative
"thảm rộng hơi trượt 1 xíu. bị lủng 1 chỗ",negative,neutral,neutral,neutral,negative
"mùi nhựa không nồng độ dày vừa phải túi mỏng không chắc chắn. thảm dơ",negative,neutral,neutral,neutral,negative
"túi chán mới đã rách. mặt dưới ngẫu nhiên",negative,neutral,neutral,neutral,negative
"giao sai màu ghi gọi báo nhưng không gọi",negative,neutral,neutral,neutral,negative
"thảm bị lỗi khá nhiều độ bám ít chống tay trượt. đổi hàng phức tạp",negative,neutral,neutral,neutral,negative
"màu sáng chói lòa chất thảm tạm định tuyến mờ không rõ",negative,neutral,neutral,neutral,negative
"giao nhanh màu sắc đẹp hình hơi mờ. bị thủng 1 lỗ",negative,neutral,positive,neutral,negative
"chất lượng ổn giao nhanh thấm nước tương đối chống trượt không ổn",negative,neutral,positive,neutral,negative
"đóng gói sơ sài hàng ướt hết giao nhanh thảm được",neutral,negative,positive,neutral,negative
